dim_0,dim_1,timepoint,sample_id,split
0.16921905,-0.8924304,11,C_Sav_73,train
1.0827906,0.05374181,12,C_Sav_73,train
0.52857,-0.46303084,4,C_Lvav_87,train
-1.756667,1.5228051,3,C_Lvav_87,train
0.7699536,-0.39950436,0,C_Lvav_87,train
-1.0785289,-0.64779407,6,C_Lvav_87,train
0.27775714,-0.94748706,1,C_Lvav_87,train
0.9234253,0.054443885,5,C_Lvav_87,train
-1.0974023,-0.088821314,2,C_Lvav_87,train
-0.53718275,-0.47390014,12,C_Lvav_87,train
2.3621016,1.2879691,11,C_Lvav_87,train
0.57230103,-1.5855652,13,C_Lvav_87,train
1.2508248,-0.37071913,7,C_Lvav_87,train
1.340683,-1.116475,10,C_Lvav_87,train
1.1241472,0.60295606,14,C_Lvav_87,train
0.7864056,-0.23070845,8,C_Lvav_87,train
-0.72193927,1.0773728,9,C_Lvav_87,train
-1.3112712,1.7032789,9,C_Lav_73,train
-0.42689264,0.80581295,8,C_Lav_73,train
-0.9860567,-0.025113659,14,C_Lav_73,train
0.920889,0.799683,10,C_Lav_73,train
-0.0003123877,-0.52089643,7,C_Lav_73,train
0.46586424,-1.0099593,13,C_Lav_73,train
0.78312683,1.472472,11,C_Lav_73,train
1.5666531,-0.08828507,12,C_Lav_73,train
1.4461017,-1.0958769,2,C_Lav_73,train
-1.6449689,-0.2787259,5,C_Lav_73,train
0.90784514,-0.7378345,1,C_Lav_73,train
-1.2446667,0.76127946,6,C_Lav_73,train
1.3635968,0.14071488,0,C_Lav_73,train
-0.6547866,-1.5086228,3,C_Lav_73,train
-0.23943238,-0.16508189,4,C_Lav_73,train
-1.1136291,-0.9974717,1,C_Sav_97,train
0.32504556,-0.83397925,6,C_Sav_97,train
-0.8853307,-0.086995035,2,C_Sav_97,train
0.6770732,-0.7554331,5,C_Sav_97,train
-1.5812492,-1.8823023,4,C_Sav_97,train
0.7725268,-0.42123199,0,C_Sav_97,train
0.43038607,-0.14075679,3,C_Sav_97,train
0.27379233,-0.73412484,10,C_Sav_97,train
1.3397571,-0.054730915,7,C_Sav_97,train
0.29355767,-1.0590011,13,C_Sav_97,train
0.17790689,2.2267127,9,C_Sav_97,train
2.3754618,0.081287965,8,C_Sav_97,train
0.7974594,1.8684202,14,C_Sav_97,train
1.6013405,-0.9579297,12,C_Sav_97,train
0.26994976,0.5556872,11,C_Sav_97,train
-0.7579139,-0.07195734,11,C_Lava_47,train
-0.9763593,0.9088463,12,C_Lava_47,train
1.3906903,-0.5983673,9,C_Lava_47,train
1.7774339,-1.1104728,14,C_Lava_47,train
-2.3920884,-0.33118218,8,C_Lava_47,train
0.47005707,0.15670368,10,C_Lava_47,train
-0.8311434,-1.9477059,13,C_Lava_47,train
0.7920117,-0.9014525,7,C_Lava_47,train
1.2709465,0.8323397,0,C_Lava_47,train
0.34237146,-0.23804432,3,C_Lava_47,train
0.44826704,1.2482226,4,C_Lava_47,train
1.5287511,-0.039215293,2,C_Lava_47,train
1.5040828,-2.013673,5,C_Lava_47,train
-0.37980717,-0.15251575,1,C_Lava_47,train
-0.10261517,0.23023725,6,C_Lava_47,train
-0.0103397155,1.1975194,9,C_Sav_66,train
-0.8332353,0.014294884,14,C_Sav_66,train
-0.83506894,-2.008544,8,C_Sav_66,train
1.5796682,-0.43236104,10,C_Sav_66,train
0.7049651,-1.4541646,13,C_Sav_66,train
-0.9322429,-1.6250716,7,C_Sav_66,train
0.7348139,-0.19320047,11,C_Sav_66,train
-0.38433623,0.74391884,12,C_Sav_66,train
-0.33376783,-0.532195,2,C_Sav_66,train
1.0075226,-0.016572375,5,C_Sav_66,train
1.4336147,0.11987532,1,C_Sav_66,train
-0.3689769,0.2699257,6,C_Sav_66,train
1.9365299,-0.96737075,0,C_Sav_66,train
0.8160723,-0.46716186,3,C_Sav_66,train
1.7742333,-0.741043,4,C_Sav_66,train
0.09771605,-0.08148796,1,C_Sav_20,train
0.2952478,-0.91290724,6,C_Sav_20,train
-0.085065775,-0.24444386,2,C_Sav_20,train
0.35775036,1.21595,5,C_Sav_20,train
0.19345781,0.21495333,4,C_Sav_20,train
-0.2505341,-0.81914616,0,C_Sav_20,train
-0.2697203,-0.02989339,3,C_Sav_20,train
0.48472577,0.819392,10,C_Sav_20,train
1.4846661,0.86949277,13,C_Sav_20,train
1.6417674,1.3568037,7,C_Sav_20,train
0.85832524,-0.70744544,9,C_Sav_20,train
1.4158124,1.2415829,14,C_Sav_20,train
-1.1633158,2.8757699,8,C_Sav_20,train
0.96300536,0.40386617,12,C_Sav_20,train
-0.5434349,-1.4556777,11,C_Sav_20,train
0.27502096,1.6739869,12,C_Lvav_12,train
-0.30175737,1.9028518,11,C_Lvav_12,train
-1.0905187,1.0438311,7,C_Lvav_12,train
-0.25421333,-0.92656827,13,C_Lvav_12,train
-0.7940669,0.63502795,10,C_Lvav_12,train
-0.9815979,1.0394462,8,C_Lvav_12,train
-0.34839118,0.26088446,14,C_Lvav_12,train
-0.30970082,-0.5142846,9,C_Lvav_12,train
0.17980021,-0.8722172,4,C_Lvav_12,train
-1.0835323,-1.155149,3,C_Lvav_12,train
-0.9309883,-0.72018677,0,C_Lvav_12,train
0.14848065,0.027692936,6,C_Lvav_12,train
-1.255987,0.00023783871,1,C_Lvav_12,train
-2.943776,1.1980141,5,C_Lvav_12,train
0.8341422,-0.45127833,2,C_Lvav_12,train
0.20586845,-0.68769675,4,C_Lav_70,train
-0.82174766,0.16609347,3,C_Lav_70,train
-0.5065819,0.2152488,0,C_Lav_70,train
-0.708168,0.13083091,6,C_Lav_70,train
0.074730374,0.46627745,1,C_Lav_70,train
-1.5501212,-0.39887917,5,C_Lav_70,train
-0.076785885,-1.4051602,2,C_Lav_70,train
1.6355591,0.2838847,12,C_Lav_70,train
1.1849241,-1.8122575,11,C_Lav_70,train
1.2386943,0.38326716,13,C_Lav_70,train
-0.6817624,-0.3673087,7,C_Lav_70,train
-0.5520476,-0.48074585,10,C_Lav_70,train
-1.2170132,0.68988204,14,C_Lav_70,train
0.29705173,0.4130412,8,C_Lav_70,train
0.6008215,0.26069212,9,C_Lav_70,train
0.7044399,0.22153375,3,C_Savav_4,train
-1.4640827,1.6197021,0,C_Savav_4,train
-0.122843154,1.6421634,4,C_Savav_4,train
-1.3442172,-0.5352153,5,C_Savav_4,train
1.6878527,0.80071115,2,C_Savav_4,train
0.1561459,-1.0837679,6,C_Savav_4,train
1.5686285,0.21186863,1,C_Savav_4,train
-1.0231779,-0.72175956,11,C_Savav_4,train
0.48324,-0.32730204,12,C_Savav_4,train
0.049789216,0.94686997,8,C_Savav_4,train
0.87151945,-0.44561076,14,C_Savav_4,train
0.109193176,1.0561584,9,C_Savav_4,train
0.13856414,1.167057,7,C_Savav_4,train
1.2578087,0.66332644,13,C_Savav_4,train
1.7447284,0.30977324,10,C_Savav_4,train
-0.4662607,1.6224308,8,C_Savav_85,train
1.5768993,-0.34173158,14,C_Savav_85,train
0.31025952,-0.014983296,9,C_Savav_85,train
0.6404566,0.48101324,7,C_Savav_85,train
1.4673358,-0.99231577,13,C_Savav_85,train
-0.88364,-1.324484,10,C_Savav_85,train
-0.33727086,-2.904744,11,C_Savav_85,train
-0.2962841,-2.294635,12,C_Savav_85,train
-0.14156015,0.60299397,5,C_Savav_85,train
0.14012562,0.9241868,2,C_Savav_85,train
1.0968512,0.025674095,6,C_Savav_85,train
0.37407947,-1.0418751,1,C_Savav_85,train
0.31443197,0.18678012,3,C_Savav_85,train
-0.25729716,0.06853065,0,C_Savav_85,train
-0.29829654,1.2213863,4,C_Savav_85,train
0.34036812,-1.5791321,11,C_Lava_31,train
1.6986448,-0.41123724,12,C_Lava_31,train
0.5381943,1.2638507,8,C_Lava_31,train
0.8516449,0.42699206,14,C_Lava_31,train
-0.6087245,-0.9273505,9,C_Lava_31,train
-1.3834141,-0.42526495,7,C_Lava_31,train
-0.17277513,0.69977826,13,C_Lava_31,train
2.2051895,2.6082218,10,C_Lava_31,train
-0.07702577,1.0568808,3,C_Lava_31,train
-0.23645273,0.8218294,0,C_Lava_31,train
0.5124262,0.84473467,4,C_Lava_31,train
0.74203163,1.1070762,5,C_Lava_31,train
-0.4792311,0.07836806,2,C_Lava_31,train
-0.7094588,-1.5686237,6,C_Lava_31,train
1.385804,-0.14470972,1,C_Lava_31,train
0.7643156,0.71470916,12,C_Savav_65,train
-0.31319898,0.45398068,11,C_Savav_65,train
1.2349643,0.02307348,13,C_Savav_65,train
0.32212186,-1.0909529,7,C_Savav_65,train
-0.9542385,-1.9964876,10,C_Savav_65,train
-0.6365117,-1.059796,14,C_Savav_65,train
-0.8255475,0.23400554,8,C_Savav_65,train
1.996986,0.8781058,9,C_Savav_65,train
0.27835006,-0.44803417,4,C_Savav_65,train
1.5416597,1.0720334,3,C_Savav_65,train
1.4579389,0.672145,0,C_Savav_65,train
-0.5864303,1.6282763,6,C_Savav_65,train
0.18619362,0.12725995,1,C_Savav_65,train
2.7690325,0.7146397,5,C_Savav_65,train
0.12630424,-0.37294054,2,C_Savav_65,train
-2.1172624,1.4542012,0,C_Lava_19,train
0.1853326,-0.9747008,3,C_Lava_19,train
-0.081914596,0.5147794,4,C_Lava_19,train
-0.98267376,1.0831054,2,C_Lava_19,train
-1.2863566,1.2351654,5,C_Lava_19,train
0.73359436,0.21573606,1,C_Lava_19,train
0.46852782,0.2900177,6,C_Lava_19,train
0.17248808,-0.49979424,11,C_Lava_19,train
0.036432825,-0.60382885,12,C_Lava_19,train
-0.5742269,-1.4000201,9,C_Lava_19,train
-1.3032693,-1.8439014,8,C_Lava_19,train
0.75728726,-0.509369,14,C_Lava_19,train
0.0046456503,-0.6746955,10,C_Lava_19,train
-1.7476757,-0.9132884,7,C_Lava_19,train
0.4501462,-0.30517966,13,C_Lava_19,train
1.560278,-0.45826986,12,C_Lava_67,train
1.432536,0.26559484,11,C_Lava_67,train
-0.21916473,1.8929951,10,C_Lava_67,train
0.0816418,0.3168677,7,C_Lava_67,train
-0.37261605,0.6037574,13,C_Lava_67,train
0.3081117,0.6568997,9,C_Lava_67,train
-1.2021543,-1.789731,8,C_Lava_67,train
-0.16821453,1.1132226,14,C_Lava_67,train
-0.31557566,0.83407086,4,C_Lava_67,train
-1.4620079,0.93323606,0,C_Lava_67,train
-0.98757774,-1.0550741,3,C_Lava_67,train
-0.13928469,-0.7843117,1,C_Lava_67,train
-2.5036225,-0.14786243,6,C_Lava_67,train
1.0616499,0.89578646,2,C_Lava_67,train
1.1356301,-0.30543217,5,C_Lava_67,train
-1.8816873,1.1695276,4,C_Sav_19,train
0.50919443,0.14987749,3,C_Sav_19,train
-0.73779064,0.7846541,0,C_Sav_19,train
-0.38972527,-0.070766196,6,C_Sav_19,train
-0.06429921,0.15109795,1,C_Sav_19,train
-2.328057,-2.2386107,5,C_Sav_19,train
-1.0602249,-1.4714012,2,C_Sav_19,train
-0.87569493,0.63522905,12,C_Sav_19,train
-0.72135687,-0.7250164,11,C_Sav_19,train
0.66163194,-0.45203412,13,C_Sav_19,train
-0.32908165,3.0487077,7,C_Sav_19,train
-0.58528924,-0.6221021,10,C_Sav_19,train
0.003782845,-2.136111,14,C_Sav_19,train
0.15793201,-0.16024569,8,C_Sav_19,train
-0.80616903,-1.8316222,9,C_Sav_19,train
1.2890333,1.1217961,10,C_Savav_2,train
-0.7352796,-0.46249437,7,C_Savav_2,train
0.30270964,-0.16662815,13,C_Savav_2,train
0.27342105,-2.9177518,9,C_Savav_2,train
-2.2384095,-1.093466,8,C_Savav_2,train
-0.397529,-0.14043677,14,C_Savav_2,train
1.170887,0.15528655,12,C_Savav_2,train
-0.34386864,-0.5088514,11,C_Savav_2,train
1.96169,-1.0924325,1,C_Savav_2,train
-1.0503509,1.4659004,6,C_Savav_2,train
-1.0281827,-0.48355642,2,C_Savav_2,train
-0.20096181,0.082472004,5,C_Savav_2,train
0.24135405,-0.2625717,4,C_Savav_2,train
0.67191833,1.4685088,0,C_Savav_2,train
2.213187,-0.7640397,3,C_Savav_2,train
-0.45206115,2.0157049,7,C_Lvav_93,train
-1.586157,1.2474874,13,C_Lvav_93,train
0.5113119,-0.19673568,10,C_Lvav_93,train
0.20912242,-0.47058833,8,C_Lvav_93,train
-0.11381277,-1.1121411,14,C_Lvav_93,train
-0.6412452,0.7029908,9,C_Lvav_93,train
-1.3110062,0.0070711733,12,C_Lvav_93,train
-1.6466426,0.19965649,11,C_Lvav_93,train
-0.35238945,0.8125258,6,C_Lvav_93,train
-0.4326737,-0.11721856,1,C_Lvav_93,train
0.49813804,-0.4261163,5,C_Lvav_93,train
0.76297104,-0.48179156,2,C_Lvav_93,train
-2.876998,-1.9626641,4,C_Lvav_93,train
-1.6883641,1.5032995,3,C_Lvav_93,train
-0.28050777,-2.385417,0,C_Lvav_93,train
0.46537858,0.769006,2,C_Lav_54,train
0.72667724,-0.82764554,5,C_Lav_54,train
-0.12658566,0.8043171,1,C_Lav_54,train
-0.57785505,1.0748608,6,C_Lav_54,train
-0.78778714,0.24654004,0,C_Lav_54,train
-1.1658615,-0.13684893,3,C_Lav_54,train
0.023362111,-1.3994892,4,C_Lav_54,train
0.9939463,-0.423146,9,C_Lav_54,train
2.6077971,1.8578304,14,C_Lav_54,train
-0.5775408,0.20753777,8,C_Lav_54,train
1.5293043,0.630598,10,C_Lav_54,train
-1.9836133,1.3117129,13,C_Lav_54,train
-0.2868867,0.88456285,7,C_Lav_54,train
-2.0471056,-0.37583175,11,C_Lav_54,train
-0.2846973,-0.5583152,12,C_Lav_54,train
1.0179173,1.926797,12,C_Lava_11,train
0.26549217,0.13318785,11,C_Lava_11,train
-0.09041634,-1.6406112,13,C_Lava_11,train
-0.22250605,-0.9002154,7,C_Lava_11,train
0.7901023,-0.8095191,10,C_Lava_11,train
0.15399948,1.5395609,14,C_Lava_11,train
-0.029023983,1.2553213,8,C_Lava_11,train
0.14038678,1.0739818,9,C_Lava_11,train
0.97748154,-0.8689175,4,C_Lava_11,train
0.59996873,-1.2879044,3,C_Lava_11,train
0.7438242,-0.58834237,0,C_Lava_11,train
0.77978826,0.64051074,6,C_Lava_11,train
0.2583703,-0.81573665,1,C_Lava_11,train
0.7605025,0.10458706,5,C_Lava_11,train
1.4872993,-0.86016953,2,C_Lava_11,train
1.9103677,0.5298859,8,C_Lav_41,train
1.3949729,0.4388696,14,C_Lav_41,train
0.050317153,-0.76616293,9,C_Lav_41,train
-0.6373639,-0.5304748,7,C_Lav_41,train
-0.9943664,0.9140322,13,C_Lav_41,train
1.4922382,0.7223824,10,C_Lav_41,train
0.44149607,-0.55647904,11,C_Lav_41,train
1.9241401,-0.60910654,12,C_Lav_41,train
0.6432403,-1.1645987,5,C_Lav_41,train
-0.46136427,0.88967615,2,C_Lav_41,train
-2.9242842,0.23364829,6,C_Lav_41,train
-1.1520643,-0.6446547,1,C_Lav_41,train
0.6658374,-0.55074877,3,C_Lav_41,train
1.8929625,0.2908888,0,C_Lav_41,train
-2.3098805,0.5469817,4,C_Lav_41,train
-0.71004,0.32997394,1,C_Savav_88,train
0.21260303,-0.067295425,6,C_Savav_88,train
-0.90119153,0.65009195,2,C_Savav_88,train
-0.58007294,-2.3158047,5,C_Savav_88,train
-2.7931547,0.43349978,4,C_Savav_88,train
0.6041405,-0.43149894,0,C_Savav_88,train
-0.81838703,1.4025933,3,C_Savav_88,train
-1.4560245,-0.6706533,10,C_Savav_88,train
-0.022352522,2.1139185,7,C_Savav_88,train
-0.14359017,-0.24707189,13,C_Savav_88,train
1.286155,-0.68919975,9,C_Savav_88,train
1.4247653,0.23866162,8,C_Savav_88,train
-1.005534,0.1561459,14,C_Savav_88,train
0.36837083,0.110934995,12,C_Savav_88,train
1.0065593,-0.11382003,11,C_Savav_88,train
0.038400777,-0.2843333,12,C_Savav_6,train
0.17927547,0.8372427,11,C_Savav_6,train
-1.0313505,-0.87705475,13,C_Savav_6,train
-1.1617116,0.8923565,7,C_Savav_6,train
-0.9306145,-0.5995597,10,C_Savav_6,train
1.206534,-2.0711496,14,C_Savav_6,train
-1.2568069,0.61951715,8,C_Savav_6,train
-0.12203653,-0.5798523,9,C_Savav_6,train
1.4473754,-1.5805444,4,C_Savav_6,train
0.26370797,-1.1194171,3,C_Savav_6,train
0.25383735,-0.34142974,0,C_Savav_6,train
1.0219535,-0.08613283,6,C_Savav_6,train
-0.13766688,-0.34699947,1,C_Savav_6,train
0.4046007,2.492596,5,C_Savav_6,train
-1.2057325,-0.11946239,2,C_Savav_6,train
-0.0740638,-0.77755255,2,C_Lav_10,train
-0.77657515,1.3427855,5,C_Lav_10,train
-0.32030007,-0.98783314,1,C_Lav_10,train
0.13300121,-0.20841344,6,C_Lav_10,train
-0.5094697,-0.5019191,0,C_Lav_10,train
-0.083942406,-0.542182,3,C_Lav_10,train
0.16291097,1.8149453,4,C_Lav_10,train
-0.09676669,-1.574435,9,C_Lav_10,train
0.43912205,-0.6371299,8,C_Lav_10,train
-0.9972881,0.18645811,14,C_Lav_10,train
0.04579036,-0.20089823,10,C_Lav_10,train
-0.6948524,-0.8899678,7,C_Lav_10,train
-2.4143462,0.39587137,13,C_Lav_10,train
1.3563632,-2.1294324,11,C_Lav_10,train
0.36331272,-0.7943887,12,C_Lav_10,train
0.9543073,0.6813332,13,C_Lava_63,train
1.4882878,0.32404992,7,C_Lava_63,train
0.082182825,-1.8476938,10,C_Lava_63,train
0.43457982,-0.9372132,14,C_Lava_63,train
0.011094578,0.18698129,8,C_Lava_63,train
0.83190244,0.732903,9,C_Lava_63,train
-1.4219773,0.8390431,12,C_Lava_63,train
1.6392006,0.6775324,11,C_Lava_63,train
-0.3851931,0.6928388,6,C_Lava_63,train
-0.42749974,-0.21848646,1,C_Lava_63,train
-0.045104254,0.36836433,5,C_Lava_63,train
0.81977224,0.6894152,2,C_Lava_63,train
0.26183146,-0.14616859,4,C_Lava_63,train
1.2624542,0.02482238,3,C_Lava_63,train
1.0869421,-0.57853514,0,C_Lava_63,train
0.80446064,-1.0860738,7,C_Sav_35,train
-0.31959304,-1.1427562,13,C_Sav_35,train
2.20798,0.7197312,10,C_Sav_35,train
-2.7783375,-0.29446885,8,C_Sav_35,train
0.7478246,0.23807117,14,C_Sav_35,train
-1.485283,1.0908481,9,C_Sav_35,train
0.30817586,0.86902136,12,C_Sav_35,train
0.16797528,0.24431673,11,C_Sav_35,train
-0.36913744,0.7131131,6,C_Sav_35,train
-0.63029927,-0.32793128,1,C_Sav_35,train
-0.34603456,0.16030586,5,C_Sav_35,train
0.33634904,0.48260695,2,C_Sav_35,train
-0.16915454,-0.13753235,4,C_Sav_35,train
-0.1114699,-1.1724089,3,C_Sav_35,train
1.0601512,-0.4208917,0,C_Sav_35,train
-0.6738279,1.7021159,1,C_Lav_71,train
-0.8752743,-0.7817208,6,C_Lav_71,train
-0.6501645,-1.6500273,2,C_Lav_71,train
-1.0098747,-0.12191944,5,C_Lav_71,train
-0.49494275,-0.122339346,4,C_Lav_71,train
-0.7389704,0.95609385,0,C_Lav_71,train
0.20045882,-1.2887346,3,C_Lav_71,train
1.1772811,1.2967712,10,C_Lav_71,train
-0.45356104,0.24277872,13,C_Lav_71,train
-0.9570833,-1.0997221,7,C_Lav_71,train
-0.6346001,0.79772747,9,C_Lav_71,train
1.8706473,-0.7069192,14,C_Lav_71,train
0.03197487,-0.42959183,8,C_Lav_71,train
0.80136615,0.2558644,12,C_Lav_71,train
-0.76520234,-1.1233801,11,C_Lav_71,train
-0.5330358,0.23836207,1,C_Sav_64,train
1.8163798,0.60859334,6,C_Sav_64,train
0.11028043,1.0402993,2,C_Sav_64,train
-1.2174634,2.4961145,5,C_Sav_64,train
0.16289711,0.0990636,4,C_Sav_64,train
-0.19930513,1.8888829,0,C_Sav_64,train
0.23097661,-0.46282876,3,C_Sav_64,train
-0.0689337,1.3396889,10,C_Sav_64,train
-1.3632708,0.86956656,7,C_Sav_64,train
-0.84050107,0.14192146,13,C_Sav_64,train
0.8258435,0.5062234,9,C_Sav_64,train
0.16498151,-0.045233764,8,C_Sav_64,train
0.5718598,2.13871,14,C_Sav_64,train
-0.7295738,2.0576882,12,C_Sav_64,train
0.79900146,-0.07563032,11,C_Sav_64,train
-0.30999303,-0.6770529,2,C_Savav_95,train
-0.12585804,0.12144428,5,C_Savav_95,train
-0.25983834,2.2814238,1,C_Savav_95,train
-0.32966715,-0.65104955,6,C_Savav_95,train
-0.7247523,0.20008112,0,C_Savav_95,train
0.0024915002,-0.06504663,3,C_Savav_95,train
-0.8115619,-0.35101408,4,C_Savav_95,train
-0.08396007,-0.7716814,9,C_Savav_95,train
-0.10025514,1.0004151,8,C_Savav_95,train
0.20763564,-0.7570891,14,C_Savav_95,train
-0.34034845,-0.0494498,10,C_Savav_95,train
-0.4398886,-0.042892337,7,C_Savav_95,train
-0.6283516,-0.29806536,13,C_Savav_95,train
1.6014634,-0.25269178,11,C_Savav_95,train
0.30912006,0.8175116,12,C_Savav_95,train
-0.10032482,-0.07632404,1,C_Lav_87,train
0.43661132,1.7944708,6,C_Lav_87,train
-1.6667733,-1.0377477,2,C_Lav_87,train
-0.25436026,-0.3699809,5,C_Lav_87,train
-0.096608795,-0.050736707,4,C_Lav_87,train
1.371249,-2.0774093,0,C_Lav_87,train
0.8106063,1.4861836,3,C_Lav_87,train
0.2687183,-0.5079677,10,C_Lav_87,train
-1.1213706,-1.924666,7,C_Lav_87,train
0.382338,-0.80246127,13,C_Lav_87,train
-0.25156662,-0.67168623,9,C_Lav_87,train
-0.38169217,0.042041495,8,C_Lav_87,train
0.059018902,-0.59076357,14,C_Lav_87,train
-0.3079145,-0.8889358,12,C_Lav_87,train
0.1322701,0.4792743,11,C_Lav_87,train
0.1509796,-0.13806269,7,C_Lvav_19,train
0.40356174,-0.25270486,13,C_Lvav_19,train
-1.1275874,-0.34752637,10,C_Lvav_19,train
0.860935,-0.41342333,8,C_Lvav_19,train
0.039995458,-0.013751775,14,C_Lvav_19,train
1.1748194,0.58335567,9,C_Lvav_19,train
-0.7227885,0.3091609,12,C_Lvav_19,train
-0.9909699,0.8777135,11,C_Lvav_19,train
1.177078,0.9115263,6,C_Lvav_19,train
-0.08368637,0.13240293,1,C_Lvav_19,train
0.33710355,0.61787134,5,C_Lvav_19,train
0.3187282,0.7538082,2,C_Lvav_19,train
-0.64200675,2.0673325,4,C_Lvav_19,train
-1.0023056,0.90412414,3,C_Lvav_19,train
-0.42388535,-1.0027716,0,C_Lvav_19,train
0.47576067,-0.15496865,6,C_Savav_74,train
0.88371587,-0.10531915,1,C_Savav_74,train
-2.1190383,0.7507462,5,C_Savav_74,train
0.7404821,1.494947,2,C_Savav_74,train
-1.0755336,-0.120866336,4,C_Savav_74,train
0.68203604,0.34258458,3,C_Savav_74,train
-1.5119416,1.1171353,0,C_Savav_74,train
1.1087424,0.8438771,13,C_Savav_74,train
-1.0918252,0.21798375,7,C_Savav_74,train
-0.21799684,-1.2130864,10,C_Savav_74,train
-0.9461143,0.1824178,14,C_Savav_74,train
-2.1035497,-1.4420401,8,C_Savav_74,train
0.24737906,-0.29081398,9,C_Savav_74,train
0.63560396,-0.5245218,12,C_Savav_74,train
0.09176269,1.3255442,11,C_Savav_74,train
-0.35385215,1.7736771,11,C_Sav_11,train
-0.5788506,-1.0364205,12,C_Sav_11,train
-1.7905887,-0.4177581,9,C_Sav_11,train
0.279976,0.4479134,8,C_Sav_11,train
-1.4368156,1.6248606,14,C_Sav_11,train
0.5840952,-1.0416219,10,C_Sav_11,train
1.2157912,0.5381361,7,C_Sav_11,train
-0.73213744,0.9196617,13,C_Sav_11,train
0.7153548,1.0970455,0,C_Sav_11,train
-1.6508994,-0.32994875,3,C_Sav_11,train
-0.39556545,-1.4997642,4,C_Sav_11,train
-1.3297874,0.23513073,2,C_Sav_11,train
-0.44781512,1.1494629,5,C_Sav_11,train
1.7201835,0.45542347,1,C_Sav_11,train
1.8196527,-1.1356869,6,C_Sav_11,train
-0.31870034,-2.572636,0,C_Lav_91,train
-1.0656787,1.1764207,3,C_Lav_91,train
-1.0684406,-1.3548276,4,C_Lav_91,train
-1.0419298,0.006385496,2,C_Lav_91,train
-0.83415174,0.40672666,5,C_Lav_91,train
0.20553926,-1.3451719,1,C_Lav_91,train
-0.731272,-0.19391102,6,C_Lav_91,train
2.9392004,0.17960697,11,C_Lav_91,train
-1.0192138,-0.44796482,12,C_Lav_91,train
0.2781262,-0.00777327,9,C_Lav_91,train
1.2099549,0.7067458,8,C_Lav_91,train
-0.36972257,-0.15692322,14,C_Lav_91,train
-2.0146365,-0.3246296,10,C_Lav_91,train
0.39001217,0.29350188,7,C_Lav_91,train
-1.993553,1.0074717,13,C_Lav_91,train
-0.008383505,-0.25851136,12,C_Lava_68,train
0.7581094,0.4175689,11,C_Lava_68,train
0.1381329,-0.99973524,13,C_Lava_68,train
-1.1447878,1.1246228,7,C_Lava_68,train
0.02618192,0.20422949,10,C_Lava_68,train
0.019219935,0.19354117,14,C_Lava_68,train
-0.03510427,-0.51225364,8,C_Lava_68,train
0.6114379,-1.1031901,9,C_Lava_68,train
-0.9744019,-1.3242435,4,C_Lava_68,train
1.2384796,0.7543512,3,C_Lava_68,train
0.43483925,1.3851726,0,C_Lava_68,train
1.0880421,1.2049328,6,C_Lava_68,train
0.05103405,-0.38118482,1,C_Lava_68,train
-2.1568582,-0.9856263,5,C_Lava_68,train
1.9611855,-0.7416533,2,C_Lava_68,train
1.4106507,-0.07665299,14,C_Savav_32,train
0.7713459,0.99988145,8,C_Savav_32,train
0.083780296,-1.118706,9,C_Savav_32,train
0.41543123,0.37737465,13,C_Savav_32,train
-0.6633967,-0.079296134,7,C_Savav_32,train
-0.93287534,0.30717686,10,C_Savav_32,train
-0.01960346,0.55649334,11,C_Savav_32,train
-0.75250024,0.12112125,12,C_Savav_32,train
-0.47295308,-1.4514428,5,C_Savav_32,train
-0.22080958,-1.3883564,2,C_Savav_32,train
0.9080194,2.548653,6,C_Savav_32,train
-0.6608776,0.29331332,1,C_Savav_32,train
0.23072596,-0.25486964,3,C_Savav_32,train
-0.89447975,0.11481318,0,C_Savav_32,train
0.38468292,0.44349343,4,C_Savav_32,train
-1.3456444,-0.88666075,11,C_Lav_77,train
-0.078845225,-0.3708172,12,C_Lav_77,train
1.8409926,-0.36099,14,C_Lav_77,train
-1.105017,0.8787698,8,C_Lav_77,train
1.1411393,1.2535242,9,C_Lav_77,train
-2.039592,0.8572074,13,C_Lav_77,train
0.40787727,1.1053323,7,C_Lav_77,train
-0.018248407,0.2274764,10,C_Lav_77,train
0.06570961,-0.6228786,3,C_Lav_77,train
0.15218124,-1.4044092,0,C_Lav_77,train
-0.8861381,-0.4922291,4,C_Lav_77,train
-1.2836655,0.4465298,5,C_Lav_77,train
-0.016023364,1.4957949,2,C_Lav_77,train
-1.1797714,-0.55400014,6,C_Lav_77,train
0.03495886,-0.40079162,1,C_Lav_77,train
0.4826791,-0.35456252,10,C_Savav_64,train
-0.07197122,0.48666787,13,C_Savav_64,train
2.2131476,-1.2455878,7,C_Savav_64,train
-0.624441,-0.01951087,9,C_Savav_64,train
0.33465356,-0.5169225,14,C_Savav_64,train
-0.113701105,0.47681746,8,C_Savav_64,train
1.282665,-0.28318402,12,C_Savav_64,train
-0.6308558,0.37563804,11,C_Savav_64,train
1.196533,-0.7706919,1,C_Savav_64,train
0.11012167,1.5947378,6,C_Savav_64,train
-0.5739405,-2.7326078,2,C_Savav_64,train
-1.3303646,-0.7666774,5,C_Savav_64,train
-0.37657446,1.247089,4,C_Savav_64,train
0.828397,-1.3740516,0,C_Savav_64,train
0.2507237,2.0173235,3,C_Savav_64,train
0.7109035,1.7875627,5,C_Lav_66,train
1.6701578,-2.815476,2,C_Lav_66,train
