sample_id,batch,array,raft,timepoint,model,dataset,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15
250715_array1_439,250715,array1,439,1,cae-medium_frac100,gastruloid_128,0.5623782,-1.0395917,0.09524187,-0.5757417,-0.11529105,0.083690576,-0.14647458,0.61838794,-0.61834675,-1.8150346,-0.28700346,-1.7137944,0.32156044,-0.46418732,-0.36494943,-0.42977902
250715_array1_439,250715,array1,439,5,cae-medium_frac100,gastruloid_128,0.44681507,-0.7063661,0.47415364,-0.16495423,0.5516234,-1.2619857,1.476044,0.8159307,0.205081,-0.1292879,-0.7559788,0.37226126,0.324928,0.5020818,-0.55445796,0.5664717
250715_array1_439,250715,array1,439,4,cae-medium_frac100,gastruloid_128,-0.76361555,-0.79473,-1.6246747,0.58415276,-1.313291,0.97063667,-0.4873761,1.2328461,-0.30040976,0.4171555,0.15168513,-1.2652295,1.4725523,-1.2920825,0.85731477,-1.3855288
250715_array1_439,250715,array1,439,6,cae-medium_frac100,gastruloid_128,1.3628094,-0.7699103,0.14068943,0.04807543,1.072412,-0.11798777,0.42589203,0.85725766,1.7889149,0.5881553,0.25040975,1.0855203,-0.25532305,1.1108049,-1.3232579,1.5434293
250715_array1_439,250715,array1,439,7,cae-medium_frac100,gastruloid_128,0.9584354,0.029616171,0.5267584,0.025610328,0.22483154,-0.60318846,0.25081056,0.81106424,0.94958264,-0.71971947,-1.8408293,0.25354472,-1.0481985,0.7137997,-0.4450956,0.29315022
250722_array1_367,250722,array1,367,4,cae-medium_frac100,gastruloid_128,-0.9140933,-1.1769859,-0.10600529,-0.97911066,-0.8442261,1.1562853,-1.2475703,-2.018345,-0.2599567,0.10211771,1.5364531,-0.39941606,0.80842906,-1.2145585,0.14657822,-1.8948168
250722_array1_367,250722,array1,367,5,cae-medium_frac100,gastruloid_128,1.0723338,-0.9477065,-2.3642092,0.35882282,0.25753823,1.0464647,-2.0424285,-0.8536716,-0.75769407,0.228899,0.17558846,0.533311,0.90975463,-0.6179516,1.455894,-0.41131
250722_array1_367,250722,array1,367,7,cae-medium_frac100,gastruloid_128,0.8536228,-0.5763693,0.68316436,-1.0532497,-0.27549112,0.78395534,0.09510318,1.5914248,-0.25211415,0.78036004,0.018889558,0.79627496,-0.024193628,-0.704695,0.33870915,-0.5032448
250722_array1_367,250722,array1,367,6,cae-medium_frac100,gastruloid_128,-0.13792747,-1.649686,-0.9001857,1.1117647,-0.19487359,0.73992246,-1.0939244,-0.8917615,-1.1715794,-0.07495638,0.3994329,-0.7765767,1.7495366,-1.4338708,1.6510023,-1.1932886
250722_array1_367,250722,array1,367,2,cae-medium_frac100,gastruloid_128,-1.5972123,0.9256947,-0.34239817,-0.083951555,0.20805544,-0.45369387,-0.53318715,-0.044500228,-0.6727471,0.07433096,-0.127081,-1.7405478,-0.12870409,-1.0793585,0.9625109,-0.4954259
250722_array1_367,250722,array1,367,3,cae-medium_frac100,gastruloid_128,-0.093367435,-0.33998632,-0.7770298,-0.43120816,-0.720583,0.69061303,-1.3242409,-0.21675332,-1.0936937,0.0780785,0.23575424,-0.29604378,0.7928403,-1.2460358,0.9180654,-1.0103744
250722_array1_367,250722,array1,367,1,cae-medium_frac100,gastruloid_128,-1.070424,-0.8754242,0.0077317352,-0.32816613,-0.16375814,-0.10504864,0.49394536,0.38044447,0.42375338,-1.2141211,-0.84201187,0.6134092,0.5996933,0.3531993,-1.5269573,-0.5514301
250722_array1_367,250722,array1,367,0,cae-medium_frac100,gastruloid_128,0.049775787,-1.1102463,-0.2229544,0.073492154,-0.43559057,-0.75902486,0.9370939,1.0409112,-0.3401742,-0.6665744,-1.2203218,-0.09665716,0.4583371,0.031683173,0.9310726,0.7611544
250722_array1_367,250722,array1,367,8,cae-medium_frac100,gastruloid_128,0.7069017,0.40879574,-0.6766536,-0.30093405,0.950215,0.016394133,0.40708375,1.9908175,0.15446825,-0.53163916,-0.4129298,0.24961331,-0.20288827,-0.2717378,-1.4073055,-0.2783153
250715_array1_491,250715,array1,491,1,cae-medium_frac100,gastruloid_128,-0.61127853,0.69896716,1.2218161,-0.5135663,-1.2835544,1.1548634,-1.7570019,-1.9617349,0.00046036,1.152458,-0.8506446,2.665081,0.04356084,-0.8074685,-0.042878527,-1.3031862
250715_array1_491,250715,array1,491,0,cae-medium_frac100,gastruloid_128,-0.8235894,-0.80430424,-0.08457944,0.21910101,-0.21728887,-1.2648908,-0.020574726,-0.7487615,1.4822812,-0.58022183,-1.3959731,2.2348318,0.6053878,0.9207398,-1.1837078,0.17117709
250715_array1_491,250715,array1,491,2,cae-medium_frac100,gastruloid_128,0.0150992265,-0.2216288,-0.6032433,-1.3143611,-1.4010198,0.40291673,-0.5290328,-0.13241376,-0.39095807,0.34921116,-0.4574567,-0.96414036,-0.36281916,-1.2400057,0.43264747,-0.90579814
250715_array1_491,250715,array1,491,3,cae-medium_frac100,gastruloid_128,-0.1050998,0.3295133,-0.8734107,-0.37130353,0.47396463,-0.6492595,1.2656555,1.6292647,0.09591584,-0.413315,-0.122257486,-0.2970094,0.6619189,-0.64485633,-0.47807544,0.88894975
250715_array1_491,250715,array1,491,7,cae-medium_frac100,gastruloid_128,-0.48351887,0.39772332,-0.25036612,1.4745406,1.4256902,-1.4809471,0.6837867,0.15154621,2.1472383,-0.106804416,-0.40915918,0.9164426,-0.25483257,1.8063935,-1.3551196,0.49742737
250715_array1_491,250715,array1,491,6,cae-medium_frac100,gastruloid_128,0.24031664,0.36633056,0.51745737,-1.4012154,1.1104329,-1.1848257,1.9834945,0.43714666,1.8089032,-0.5584264,0.67234874,1.2184153,-0.2913904,2.1835024,-1.560621,1.4795469
250715_array1_491,250715,array1,491,4,cae-medium_frac100,gastruloid_128,0.72171295,0.088653035,0.50728035,-1.8419274,-0.18322395,0.7586479,-0.7959473,-1.3365443,-0.4417714,0.6006302,0.4764834,1.0816449,-0.2932163,-0.8970035,0.59714067,0.06189308
250715_array1_491,250715,array1,491,5,cae-medium_frac100,gastruloid_128,2.022235,-1.5106593,-0.5944101,-0.07634231,-0.0019094417,-0.30665216,-0.6560638,0.97192734,-0.045819774,-0.6725905,-1.4963334,-1.2560402,0.06363208,0.007703701,-0.07887127,-0.4397102
250715_array1_491,250715,array1,491,8,cae-medium_frac100,gastruloid_128,0.4520649,-0.026950065,-0.6561462,0.5604209,1.1319932,-0.9528673,1.456167,-0.6657415,1.7254648,0.444129,0.5280025,0.16558962,-0.55535173,1.8209308,-2.4286118,1.8578207
250729_array1_143,250729,array1,143,7,cae-medium_frac100,gastruloid_128,-0.038886208,0.19606055,0.5079811,-0.46920854,1.6563033,-1.5936487,1.7344131,-0.10596394,1.5895596,-0.06879345,1.074841,0.8208459,-0.27298492,1.9166694,-1.7062984,0.37023348
250729_array1_143,250729,array1,143,6,cae-medium_frac100,gastruloid_128,-1.1718198,-0.52247995,-1.1961521,2.4095995,-1.4891843,-0.26201373,-0.014209661,-2.751354,1.1768444,-0.5493588,-1.2399634,1.1806602,-0.7561867,1.1762447,-0.033456493,0.2856315
250729_array1_143,250729,array1,143,4,cae-medium_frac100,gastruloid_128,0.11217901,-0.18262064,-1.5102361,0.22021565,-0.6731096,0.5721604,0.47333673,1.319749,0.45741978,-0.30660042,-1.2902246,-0.23032069,0.7321256,-0.9443306,0.50176454,-0.6088802
250729_array1_143,250729,array1,143,5,cae-medium_frac100,gastruloid_128,0.13582765,0.7330433,1.2731149,1.1321028,-0.22295499,1.7082294,0.55933404,0.43807986,0.9117939,-0.019740619,-0.28444928,-1.0492315,0.17376561,-0.04421557,0.2558101,1.0471832
250729_array1_143,250729,array1,143,1,cae-medium_frac100,gastruloid_128,1.1951188,-0.44226903,0.39982447,0.31748426,-0.27807358,-0.053368695,0.5754092,-0.15520996,0.2526073,-0.8246149,-0.24461317,-0.21954389,-0.6822386,0.07511122,-0.70646703,1.3243504
250729_array1_143,250729,array1,143,0,cae-medium_frac100,gastruloid_128,-1.9399754,-1.7821102,-0.22693034,0.65511864,-0.26949912,-1.9113734,0.14882101,-0.14888752,0.5657319,-0.07792669,-0.97468424,0.83998275,0.6436489,1.2186788,-0.6532173,0.84875923
250729_array1_143,250729,array1,143,2,cae-medium_frac100,gastruloid_128,-1.3705469,-2.2465937,-1.4749522,1.9854295,-0.7196605,0.2899472,-1.1471704,-0.6742144,-1.3522404,0.25397262,0.6391472,-0.44453207,1.3837628,-0.99969006,0.47589427,-1.239464
250729_array1_143,250729,array1,143,3,cae-medium_frac100,gastruloid_128,0.8494628,1.6066735,1.3501749,0.92370766,1.2766654,1.2123045,-0.82462186,-0.77002645,0.48246777,-0.41873038,1.5563389,1.4179107,-0.7974593,-0.3658999,-0.5493979,1.5721979
250729_array1_143,250729,array1,143,8,cae-medium_frac100,gastruloid_128,1.4594109,-0.09296391,1.3748946,0.52756625,0.29243162,0.93221456,1.772564,0.7410695,2.2328374,1.3563726,0.32837328,-0.6677051,-0.5902674,1.033025,-0.39976886,2.0367174
250616_array1_248,250616,array1,248,8,cae-medium_frac100,gastruloid_128,-1.9543672,0.74794394,-0.89619076,2.4627242,0.26919845,3.0745108,-1.9746163,-0.16730008,-0.42410228,-0.09430815,2.0637634,-0.4125084,0.65463775,-0.77292067,-0.3870178,-0.86589015
250616_array1_248,250616,array1,248,5,cae-medium_frac100,gastruloid_128,0.3165643,0.41845185,1.051733,0.14103055,-0.6197256,0.61800796,0.23791024,0.2565208,1.0672853,-0.3983859,-0.8199885,0.78726757,-0.7616174,-0.5346324,-0.16799922,0.3410682
250616_array1_248,250616,array1,248,4,cae-medium_frac100,gastruloid_128,-2.0274656,-1.0230896,-0.34421214,1.2268114,-1.1309043,1.0364981,-1.4305314,-1.4631706,-0.647892,0.18927439,0.29916567,0.54283977,1.1326872,-1.3347366,0.98680294,-1.927989
250616_array1_248,250616,array1,248,6,cae-medium_frac100,gastruloid_128,0.4185881,0.71364856,1.1483946,-0.5937319,0.69563466,-0.7386223,0.9227493,-0.117220856,1.5711044,0.5455423,0.45688877,1.0124116,-1.0684793,1.4640198,-0.8223524,1.5194218
250616_array1_248,250616,array1,248,7,cae-medium_frac100,gastruloid_128,-0.785058,1.7434187,0.89045316,-0.9586348,0.28122106,-0.18929027,-0.11263324,-0.8397238,-0.22951838,-1.1458848,-0.37851167,-0.29886848,-1.0255567,0.3579514,-0.20961928,-0.14372008
250616_array1_248,250616,array1,248,3,cae-medium_frac100,gastruloid_128,-0.55795455,-1.4619867,-1.8884089,-0.2082544,-0.92085856,1.7215264,-0.053584132,0.4936297,-0.07905817,0.76498693,1.0295733,-0.9800666,1.6002184,-1.8248956,1.2459689,-1.2328091
250616_array1_248,250616,array1,248,2,cae-medium_frac100,gastruloid_128,-0.8248575,-1.3241124,-0.86008215,1.2454107,-1.4079461,0.556392,-0.16889612,-0.0077342875,-0.45622003,0.61170304,1.0065999,-0.027745869,1.2015407,-1.4110482,0.9887649,-1.5712482
250616_array1_248,250616,array1,248,0,cae-medium_frac100,gastruloid_128,1.948863,-0.3769852,0.33459353,-2.035388,0.76198286,1.191256,-0.78639203,-0.14396662,-1.0492791,1.3413943,1.0834913,-0.33441535,-0.41204122,-0.5932242,-0.10628582,1.0299658
250616_array1_248,250616,array1,248,1,cae-medium_frac100,gastruloid_128,0.8607742,-0.9515504,0.28810555,0.32448608,0.19765298,-1.0700251,1.1955059,0.37322563,0.023707831,-0.167062,-1.4209316,0.082686506,0.20452373,0.34604824,-0.7556578,0.296937
250630_array1_89,250630,array1,89,6,cae-medium_frac100,gastruloid_128,1.2897143,-2.5782385,-1.2180834,0.21283168,-0.11548103,0.091602944,0.9820943,-0.2673247,-0.5194364,-0.34010613,-0.8912853,-0.53766,1.0940373,-0.22472718,-0.2412258,-0.6036582
250630_array1_89,250630,array1,89,7,cae-medium_frac100,gastruloid_128,1.7459049,-0.495139,-0.027268024,0.66209024,-0.41391897,-0.05850874,0.4952551,-0.044578783,0.6686729,0.8283046,-1.026273,-0.23684306,-0.05843113,0.6794435,0.9470463,1.3787779
250630_array1_89,250630,array1,89,5,cae-medium_frac100,gastruloid_128,-1.2189842,-0.8473188,-1.8982764,2.241855,0.6089699,0.35576928,-1.8302921,-0.05726164,-1.2638733,1.201113,0.7886322,-1.795159,1.0638118,-1.2829694,2.1809015,-0.7720321
250630_array1_89,250630,array1,89,4,cae-medium_frac100,gastruloid_128,-0.1222646,0.24583656,0.63647175,-0.9429035,-0.42548355,-0.48907933,0.3319474,-0.48567295,-0.36305553,-0.37218624,-1.5471412,0.368436,-0.07139636,-0.18189578,-0.27792647,-0.38818604
250630_array1_89,250630,array1,89,0,cae-medium_frac100,gastruloid_128,-1.2585101,0.1439932,-2.65874,1.1311089,-0.062297374,1.1660815,-0.8926213,-0.22037917,-0.06597586,0.6408649,1.4642128,-1.2990495,2.2163098,-0.79713035,1.201551,-1.3289758
250630_array1_89,250630,array1,89,1,cae-medium_frac100,gastruloid_128,-0.9573638,1.6874421,1.5607897,-1.2732879,0.41274646,-0.056612343,-1.436247,0.7830385,-0.654519,-0.1297237,-0.016101802,-0.27118543,-1.3088622,-0.21075106,0.73295814,-0.3047879
250630_array1_89,250630,array1,89,3,cae-medium_frac100,gastruloid_128,-1.0185252,-0.7667235,-1.6819978,1.3531774,-0.22416946,0.73760045,-0.6242775,0.5369149,-0.36199573,0.5571969,0.96216035,-1.4443445,1.7425996,-1.2262622,0.5741949,-1.1829402
250630_array1_89,250630,array1,89,2,cae-medium_frac100,gastruloid_128,1.078454,-0.6451538,1.0050886,0.67370176,-1.0523393,0.9261598,1.9246788,-0.8885509,0.07662243,1.2386892,-0.056100886,1.9994738,0.3050836,0.27044302,1.3723426,1.0830146
250630_array1_89,250630,array1,89,8,cae-medium_frac100,gastruloid_128,-1.5835294,0.87753135,0.02407951,1.9057095,-0.24215458,0.46148443,1.2955251,-0.36885697,1.7245818,-0.9697609,-0.5218982,0.79685426,-1.4538946,1.3832861,0.5421435,1.4497364
250616_array1_162,250616,array1,162,1,cae-medium_frac100,gastruloid_128,-0.84457743,-1.1285979,-1.6278479,0.817446,-0.45436722,0.7229973,-1.1693847,1.0907373,-0.17163394,0.37369955,-0.06937868,-0.07878077,1.6129,-1.7401237,0.95267403,-1.0773962
250616_array1_162,250616,array1,162,0,cae-medium_frac100,gastruloid_128,-0.9660942,-0.50109893,-0.25703898,1.4231948,0.5562049,-1.5105695,1.6686401,-1.2499796,1.1510794,0.21920697,-0.9294273,1.9035255,-0.6493473,1.3536414,-0.5851034,0.8081415
250616_array1_162,250616,array1,162,2,cae-medium_frac100,gastruloid_128,0.96687365,-0.87717366,0.7549197,0.04952832,-1.3013295,0.4740943,-0.52111405,-0.544655,-0.78070205,-0.6657366,-0.5841694,0.49595904,1.6822376,-0.91620046,0.8927576,0.17113885
250616_array1_162,250616,array1,162,3,cae-medium_frac100,gastruloid_128,0.21133466,-0.51513547,-1.4283533,-2.861241,-1.3452303,0.7048968,0.645907,-1.40634,-0.12945682,1.9445319,0.78855616,-0.6874257,0.8899107,-1.4820383,0.64311665,0.41747078
250616_array1_162,250616,array1,162,7,cae-medium_frac100,gastruloid_128,-1.3189007,-0.25696644,-3.2088075,0.6821415,-2.1723278,1.5787716,-1.6874003,1.3392519,-0.32678086,0.34371483,0.67368543,0.86772686,2.9621692,-1.4943839,1.8138331,-1.3914267
250616_array1_162,250616,array1,162,6,cae-medium_frac100,gastruloid_128,-0.18851279,-1.0810359,1.1150063,0.005884333,-0.5939197,0.17382503,0.3000013,-0.9593068,0.16944507,-0.728121,-0.72701555,1.2505691,-0.5039768,-0.36580434,0.46919307,0.96430933
250616_array1_162,250616,array1,162,4,cae-medium_frac100,gastruloid_128,0.20277415,0.49636972,-0.64821297,0.8991292,-1.1766279,0.10001272,0.4352472,-1.2080967,-0.04596745,-2.4409182,-1.156881,1.7935932,-0.45582953,0.42839432,0.6130636,0.6423723
250616_array1_162,250616,array1,162,5,cae-medium_frac100,gastruloid_128,0.7844044,-0.4576758,0.32259429,-1.8194324,-0.9849844,0.0070562465,-1.2151067,0.09785167,-0.30069858,1.0444206,-0.77584225,-0.31069103,1.1171794,-0.5844121,1.1710459,-0.60835207
250616_array1_162,250616,array1,162,8,cae-medium_frac100,gastruloid_128,-0.6734066,-0.78555614,-0.62347555,0.046254896,-0.9696218,0.75634956,0.12896973,1.5743304,0.6439335,-1.3803169,-0.40932864,-0.66453654,0.07321792,-0.9945009,0.20559195,-1.1588099
250616_array1_52,250616,array1,52,8,cae-medium_frac100,gastruloid_128,0.63457626,0.20184444,0.37625438,-0.7133468,-0.6104822,-0.15759963,-0.23423706,0.13701582,0.28195003,-0.7952596,-1.2675271,0.63499826,0.87211776,-0.29193342,-0.0019785704,0.61542404
250616_array1_52,250616,array1,52,3,cae-medium_frac100,gastruloid_128,0.64451253,-0.96727157,-0.33837247,1.2193692,0.4180561,-1.2681516,0.70902044,1.0175922,0.09543999,-1.1696197,-0.123583235,-1.0896305,0.44977102,0.37016737,-0.846837,-0.16799621
250616_array1_52,250616,array1,52,2,cae-medium_frac100,gastruloid_128,-0.99568164,2.019758,0.47832853,-1.561895,0.57347697,-0.9232845,0.22497974,-1.2318563,0.3336657,-1.00738,0.9112659,-0.32002994,-0.68091214,1.4580799,0.15886146,0.11874911
250616_array1_52,250616,array1,52,0,cae-medium_frac100,gastruloid_128,-0.44352308,-0.5518251,0.16142794,0.18019079,-0.21283734,0.12184991,0.073396,0.39196655,-0.33357838,-0.1190694,-0.29177496,-0.82653815,-0.27792072,-0.727164,-1.5454133,-0.08455184
250616_array1_52,250616,array1,52,1,cae-medium_frac100,gastruloid_128,-0.14379035,1.1977364,1.3052337,-0.52450806,0.29653692,0.16814937,-0.66796213,-1.241298,-1.4956484,0.62055534,0.5375212,-0.39893895,-1.3203412,-0.8403217,1.1243316,0.29630637
250616_array1_52,250616,array1,52,5,cae-medium_frac100,gastruloid_128,1.0375009,0.011768903,0.8115836,-0.8183467,-0.19620763,0.4700929,-0.9651506,-0.5443662,-0.32056934,-0.34892806,-1.0777495,-0.47731727,-0.59208286,-0.387207,0.30473217,0.54938054
250616_array1_52,250616,array1,52,4,cae-medium_frac100,gastruloid_128,1.0477536,0.0635827,-0.036288884,-0.892716,0.77187866,-0.8676547,-0.42525363,-0.20216389,0.9116724,0.61008006,-0.33789602,0.42445275,-1.1510285,0.55318236,-0.98329747,1.2572027
250616_array1_52,250616,array1,52,6,cae-medium_frac100,gastruloid_128,-1.1902245,-1.1312258,-4.0772204,3.1365304,0.99847394,1.7920568,-2.4267316,-0.60914534,-1.2049427,1.3286803,1.0915189,-0.6575341,2.157404,-0.9777183,1.595889,-1.401669
250616_array1_52,250616,array1,52,7,cae-medium_frac100,gastruloid_128,-0.061463095,0.07936859,-0.041577198,0.26672816,-0.77652466,-0.12642847,0.13344294,0.30507156,0.81788844,-1.2764137,-0.5863786,0.043188464,-0.23133242,1.325204,-0.60891765,1.0112507
250609_array1_280,250609,array1,280,8,cae-medium_frac100,gastruloid_128,0.08620677,-0.26297027,0.81418383,-0.34718755,-0.5289548,0.18339528,1.0187329,0.057757836,0.35921776,-0.74927604,-0.90242213,-0.11612146,-0.6915927,0.14190067,-0.065244615,0.81852067
250609_array1_280,250609,array1,280,3,cae-medium_frac100,gastruloid_128,-0.5071602,-1.108237,-0.9324832,0.19784501,-0.7160168,1.4373075,-0.4867539,-1.0218089,-0.25099385,0.46975845,0.7747365,-0.85140455,0.8863877,-1.35732,0.47564226,-0.79103094
250609_array1_280,250609,array1,280,2,cae-medium_frac100,gastruloid_128,0.5190564,-1.9762243,-0.52434623,0.8517862,-0.3068113,2.5525334,-2.1904407,-0.84891903,-0.83470094,1.4134076,2.3010979,0.65776145,2.433832,-1.4565232,0.83965915,-0.36146885
250609_array1_280,250609,array1,280,0,cae-medium_frac100,gastruloid_128,2.0715294,-1.116577,-0.026575994,0.024825187,-0.61514187,-0.16305336,0.22862318,-0.055747714,-0.8298842,-0.5341216,-1.4226667,-0.7204084,0.13524392,-0.2164641,0.3335744,-0.39579165
250609_array1_280,250609,array1,280,1,cae-medium_frac100,gastruloid_128,0.50242484,-0.121724956,-0.44203296,0.7870927,-1.4255207,1.005681,-0.84742904,-0.78963727,-1.8781387,-0.72526956,-0.56893677,0.1327852,-0.03646807,-0.48649678,1.8967628,0.024766564
250609_array1_280,250609,array1,280,5,cae-medium_frac100,gastruloid_128,0.8433441,-0.6286016,-0.02723163,-0.62436175,-0.8748368,-0.5934683,-0.3630062,-0.48945332,0.13637045,-0.92748713,-1.2604076,-1.0998431,-0.32528627,-0.38867256,-0.4315922,-0.7361356
250609_array1_280,250609,array1,280,4,cae-medium_frac100,gastruloid_128,-2.2632766,0.8711243,0.92515624,0.27357355,2.750477,-1.7607125,0.9324599,-0.4896158,1.4473468,0.106941536,0.88960457,0.09893799,-0.1642008,2.006115,-1.5293429,-0.28718913
250609_array1_280,250609,array1,280,6,cae-medium_frac100,gastruloid_128,-0.39578328,-0.9168074,-1.7919822,0.7447537,-1.6202295,1.190472,-1.8480909,0.15392841,-1.591471,0.20045662,0.5726258,1.4274436,2.5326107,-1.3936948,2.082964,-1.0827547
250609_array1_280,250609,array1,280,7,cae-medium_frac100,gastruloid_128,-0.024834614,-0.5544518,-0.48028296,1.1328329,1.3325956,-1.966322,0.4244916,0.09901551,0.99977976,0.070600204,-0.15696344,-0.6132051,0.44826198,1.141403,-1.8017702,0.12410364
250722_array1_31,250722,array1,31,8,cae-medium_frac100,gastruloid_128,-0.02786804,1.6660109,0.94137704,-0.46111134,0.29202577,-0.5454369,-0.6436405,-0.37600526,0.35489598,0.01077156,-0.4172793,-0.08225259,-1.4526621,0.3790166,-0.31564036,0.5920284
250722_array1_31,250722,array1,31,4,cae-medium_frac100,gastruloid_128,1.2366929,-2.10823,0.7414019,2.3750865,-0.20462091,1.2529811,1.1069809,-0.67010343,0.8393542,0.9445379,0.09729383,-0.96026534,0.23555799,-0.19835518,0.4708191,1.6048994
250722_array1_31,250722,array1,31,5,cae-medium_frac100,gastruloid_128,-1.9244361,-0.47336426,-2.2951088,-2.3528156,1.2836893,-0.23539734,0.16186489,-0.20107055,-1.6216222,0.36879703,0.8904452,-1.103964,2.8710058,0.1311648,-0.25826323,-1.9623697
250722_array1_31,250722,array1,31,7,cae-medium_frac100,gastruloid_128,0.19950229,-0.74933666,-2.7051375,-1.0998746,-0.47147882,1.1285748,-2.4102018,-0.0005481705,-0.7269486,2.701257,-0.16139351,-0.16038015,1.4394586,-1.9303436,1.1218365,-1.4982313
250722_array1_31,250722,array1,31,6,cae-medium_frac100,gastruloid_128,0.5523429,1.7072744,1.885559,-1.752165,0.16172713,-0.98546785,0.68696326,0.09807654,0.29964745,0.91860396,-0.1649408,0.83645743,-0.43841156,0.92635417,-0.1463895,1.597134
250722_array1_31,250722,array1,31,2,cae-medium_frac100,gastruloid_128,-0.49911317,1.3226061,0.70313704,0.55155873,1.486823,-1.6610161,1.0339184,0.9519804,-0.30676705,0.3012105,-0.6852492,-1.1957985,-0.9506161,0.5026825,-0.40903264,0.6606112
250722_array1_31,250722,array1,31,3,cae-medium_frac100,gastruloid_128,0.46623674,-0.13742873,1.5517235,-1.0379428,-0.19322757,0.88852113,-0.113612495,-2.1644828,-0.1127533,-0.86723745,1.370679,0.28277972,0.86124104,-0.70098615,0.19571222,0.6704024
250722_array1_31,250722,array1,31,1,cae-medium_frac100,gastruloid_128,-0.843582,0.15573287,-0.5952284,-0.31684884,-1.5968904,0.8753393,-0.8010632,0.010827708,-0.7037388,0.66278714,0.7545271,-1.188814,0.51968795,-0.9810562,0.71506286,-0.91898054
250722_array1_31,250722,array1,31,0,cae-medium_frac100,gastruloid_128,-1.3084666,0.0988492,-0.19576818,1.8929322,2.3310533,-0.7257771,-0.12842873,-0.057290703,0.93037945,1.0656288,-0.026112942,0.7675956,-0.086139925,1.1080371,-1.1959566,2.0684907
250722_array1_401,250722,array1,401,8,cae-medium_frac100,gastruloid_128,1.7112577,-0.48845747,0.67957395,-1.0555408,0.25612056,0.1504436,1.8743502,0.6650611,0.28470087,-0.23430903,-0.44749206,-0.27571473,-0.082221314,0.2637748,0.52292776,0.8970347
250722_array1_401,250722,array1,401,2,cae-medium_frac100,gastruloid_128,-1.6619476,-0.20183845,-1.8556246,3.0074184,-0.4386708,1.2645674,-2.0149736,-1.6692768,-1.2696427,0.1694439,0.27631134,1.191064,1.3551021,-1.4108999,2.0551777,-0.8643623
250722_array1_401,250722,array1,401,3,cae-medium_frac100,gastruloid_128,0.16431227,-0.12887108,0.7166436,-1.3498819,-0.6219701,-0.030750524,-0.6927161,0.25745174,-0.60705996,0.7675144,-0.48562875,-0.105459996,-0.7322352,-0.16017587,0.67618835,-0.4080771
250722_array1_401,250722,array1,401,1,cae-medium_frac100,gastruloid_128,1.2521367,1.5493269,0.8769598,-1.4591807,0.829423,-0.99488974,0.3697902,0.28996658,0.5910067,0.15207407,-0.37318102,0.065518394,-0.42096925,0.7858312,-0.4081107,1.0308429
250722_array1_401,250722,array1,401,0,cae-medium_frac100,gastruloid_128,1.7864553,0.43307137,-0.7357027,-0.11742998,1.0680581,-0.9117608,1.2731359,0.7579292,1.1995351,0.22119847,0.043600585,1.1863608,-0.41648716,1.0724001,-0.78969216,1.4661729
250722_array1_401,250722,array1,401,4,cae-medium_frac100,gastruloid_128,1.6359771,-0.93675387,0.30670598,0.34077632,-0.24782225,1.0092512,-0.43144593,-1.418542,-0.3625231,-0.52993655,0.1676275,0.5801823,0.17656556,0.07391061,-0.5542155,1.7591753
250722_array1_401,250722,array1,401,5,cae-medium_frac100,gastruloid_128,-0.20449989,1.0174242,-0.16024481,-1.7019655,0.7974769,1.039876,0.4577956,-1.7884012,-0.23282456,1.1005075,0.11176512,-0.97280407,-1.7871146,-1.0867616,0.22440726,-1.4736801
250722_array1_401,250722,array1,401,7,cae-medium_frac100,gastruloid_128,-1.2244518,0.20798655,-2.0018845,0.13534784,0.40933427,1.3237052,-2.7334065,0.025486693,-2.6303406,0.17468652,0.29427847,-0.093876526,0.7747205,-0.9643769,1.7541131,-1.593337
250722_array1_401,250722,array1,401,6,cae-medium_frac100,gastruloid_128,-0.81278783,-0.31963512,-0.558758,0.31655192,-0.14517255,-0.84890884,0.51669395,0.5427196,-0.24683237,-0.27783066,-0.08648761,0.23960531,0.84933114,-0.48876542,-0.17652996,-1.048901
250722_array1_268,250722,array1,268,8,cae-medium_frac100,gastruloid_128,1.8506505,-0.6503905,0.7534581,-0.8139723,0.4121045,0.19196972,0.37601778,1.0520887,-0.31605107,-0.051942598,-0.31173503,-0.062547415,-0.35577694,0.1962669,0.27785856,0.6735802
250722_array1_268,250722,array1,268,4,cae-medium_frac100,gastruloid_128,0.4036288,-1.4702137,0.31198898,-0.26987743,-0.33450717,-1.1260778,1.0297858,-0.37753046,-0.6104031,-1.4236679,-0.74329996,1.7365382,0.790215,0.34133595,0.36521873,1.3584176
250722_array1_268,250722,array1,268,5,cae-medium_frac100,gastruloid_128,-1.07949,0.18479775,-0.007655051,0.706855,0.027527038,-0.14093822,0.8624369,-0.44621623,-0.16944776,-1.4188195,-0.4946818,0.3659863,-0.7304864,0.32440364,-0.819207,0.9938182
250722_array1_268,250722,array1,268,7,cae-medium_frac100,gastruloid_128,1.7006081,-0.38891068,0.31364697,-1.3676393,-0.24320348,0.59845,0.95924276,-0.8623899,0.0005564692,-0.56340206,-1.0343101,1.255115,0.42022604,0.60882956,0.24483071,0.41391233
