sample_id,batch,array,raft,timepoint,model,dataset,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15
250616_array1_453,250616,array1,453,2,cae-medium_frac100,gastruloid_128,-2.2950473,0.38920674,-0.6429049,1.2850426,0.22700831,1.2042334,-0.5608198,1.0394424,-1.4008869,2.0705879,-1.3061559,-1.1764662,-1.2326463,-1.3016343,1.54008,-0.41091475
250616_array1_453,250616,array1,453,3,cae-medium_frac100,gastruloid_128,-1.3134632,-0.7773034,-0.7681582,-0.674081,-0.32004666,1.1968812,-1.1796162,-0.9550775,-2.342158,-0.6953968,1.886721,-2.6918237,2.077705,-1.5547585,0.85751265,-1.179122
250616_array1_453,250616,array1,453,7,cae-medium_frac100,gastruloid_128,-0.07912302,0.123734176,-0.5089437,1.1182415,-0.4036855,-0.25134325,0.5892062,0.82862264,-0.81800663,-0.8567887,-1.6099055,-0.032671183,-0.62517273,0.24882731,-0.26655877,-0.14664957
250616_array1_453,250616,array1,453,6,cae-medium_frac100,gastruloid_128,-0.5874168,-0.69080615,0.013562,0.66089576,-1.377541,0.3910719,0.1795343,0.24817634,0.35696504,-0.8362946,-1.6087364,0.9363158,0.63421744,-0.063916296,-0.74116063,0.116376996
250616_array1_453,250616,array1,453,4,cae-medium_frac100,gastruloid_128,-0.76785487,-0.27712315,-1.5902531,-0.45173752,-0.59895986,0.77275324,0.877093,1.6724974,-1.3026688,-2.8168228,-0.46799767,0.8761087,1.3178235,-0.35877758,0.8543274,-0.6180942
250616_array1_453,250616,array1,453,5,cae-medium_frac100,gastruloid_128,-0.53119224,-0.2894485,0.5325577,2.1575925,-0.2229527,-1.0828336,1.1228809,-0.33589914,1.9154139,0.3868721,-1.2098746,1.8443996,-0.26573154,2.0702724,-0.16444169,2.157869
250616_array1_453,250616,array1,453,8,cae-medium_frac100,gastruloid_128,0.771169,0.15750748,0.41976255,0.040847655,0.8338713,-0.63676274,-0.5248019,-1.2891264,0.74930805,1.4232316,-1.0186632,1.2221698,-0.69733536,-0.027214194,-0.178665,1.2212421
250630_array1_187,250630,array1,187,8,cae-medium_frac100,gastruloid_128,1.3090491,0.57261294,0.21132234,0.9511772,-0.86696285,0.8633021,-1.5347103,-1.4981687,0.0047055073,-0.9023049,-0.60466135,2.0227747,0.45911667,0.0020429345,1.1108104,0.59493786
250630_array1_187,250630,array1,187,5,cae-medium_frac100,gastruloid_128,-1.3564119,0.85724187,0.5781403,0.339858,1.7895987,-1.433672,0.53463817,0.280149,1.0965772,0.2938878,0.9283453,0.2778723,-0.8838008,1.7479014,-1.4192009,0.18216366
250630_array1_187,250630,array1,187,4,cae-medium_frac100,gastruloid_128,1.2987128,-0.41065562,0.1795214,0.09006948,1.1726962,-0.7048361,1.0490414,0.9388749,2.0264692,1.0474595,0.4920767,0.5889145,-0.011547734,1.9177337,-1.7067429,1.8631884
250630_array1_187,250630,array1,187,6,cae-medium_frac100,gastruloid_128,0.9319961,1.2204058,1.3464613,-0.9856301,0.26657093,-0.7873663,0.9399956,0.7204817,0.24987504,0.9083186,-0.47307745,0.65367615,-0.6894364,0.3208383,-0.5584275,1.124692
250630_array1_187,250630,array1,187,7,cae-medium_frac100,gastruloid_128,0.9620868,-1.2587554,0.14215,0.9070037,0.45271307,-1.1805514,1.1894093,0.032387417,0.16709664,-0.8087341,-0.90430087,0.2054507,0.34385347,0.50109774,0.50226134,1.0855811
250630_array1_187,250630,array1,187,3,cae-medium_frac100,gastruloid_128,0.30306938,-0.6925965,-0.862295,-0.57692873,-0.24784727,-0.22614798,0.7274265,0.17571548,-0.41466963,-0.94843495,-0.51001245,1.093409,1.0842025,-1.1350993,-0.0010514526,-0.08529345
250630_array1_187,250630,array1,187,2,cae-medium_frac100,gastruloid_128,1.2060146,0.3932909,1.0288384,-0.38821518,-0.7766654,-0.10740481,0.5788734,0.45488024,0.36507517,0.7318614,-1.1922804,0.35852405,-0.33279124,0.56599385,0.17632085,0.82821727
250630_array1_187,250630,array1,187,0,cae-medium_frac100,gastruloid_128,0.83487844,-1.8310035,1.0259224,1.6834358,-1.8435526,1.1680126,2.5072281,-0.17291953,-0.037478264,1.2283098,0.06762621,0.87696004,0.74465364,0.42062315,1.2347006,1.1150297
250630_array1_187,250630,array1,187,1,cae-medium_frac100,gastruloid_128,0.5997775,-0.23481314,-0.25047374,-0.23077476,1.2482762,-1.409636,1.2195368,-1.2630686,1.2664068,-0.38190618,-0.04198113,-0.32874176,-0.7304619,1.2949057,-1.3510762,0.8921631
250715_array1_74,250715,array1,74,8,cae-medium_frac100,gastruloid_128,0.1932709,0.40798587,0.36190864,-0.86479354,0.771725,-1.0857706,0.8773209,0.2960876,1.3923014,0.51694113,-1.1918923,0.4131669,-0.85242176,1.502327,-0.47946262,1.3833869
250715_array1_74,250715,array1,74,2,cae-medium_frac100,gastruloid_128,1.3610637,-1.1988975,-0.61649066,1.1485143,-0.21970378,0.851063,1.8113799,0.4255009,0.5856167,-0.4725747,-1.0563449,-0.012797614,0.69684494,-0.29005513,-0.3858569,0.06542582
250715_array1_74,250715,array1,74,3,cae-medium_frac100,gastruloid_128,0.54229194,-0.9865422,0.7251432,-1.3914407,-0.04802755,-1.1148566,0.07946436,0.30119574,0.49635926,-0.53959286,-0.12031716,0.49909315,-0.066072024,-0.30180007,-1.0287306,0.17705259
250715_array1_74,250715,array1,74,1,cae-medium_frac100,gastruloid_128,0.492464,0.2461565,0.19812092,-0.7938185,-0.5369153,0.5535111,1.3373936,0.34569794,-0.3514126,-0.7299411,-0.9017432,-0.026284734,-0.09415087,-0.3648775,-0.22951199,-0.17945217
250715_array1_74,250715,array1,74,0,cae-medium_frac100,gastruloid_128,0.8550927,-0.83778363,0.34003493,-0.928757,-0.02726194,-1.3646706,1.0435828,-0.7358363,0.8885937,-0.27597654,-0.09639749,0.944417,-0.6661116,0.87788296,-0.22411118,1.5702745
250715_array1_74,250715,array1,74,4,cae-medium_frac100,gastruloid_128,0.44440046,-0.6128446,-0.29487506,-0.05437431,0.06507932,0.7337241,-0.95907676,0.77204293,-0.71353674,0.21444182,-0.26037195,-0.5220108,0.29054633,-1.4704499,0.08666946,-1.1316442
250715_array1_74,250715,array1,74,5,cae-medium_frac100,gastruloid_128,0.61945635,-0.6951721,-0.067091264,-0.45767006,-0.34049577,-0.22888008,-0.53570855,0.27798843,1.794311,-1.7577717,0.724471,-0.48561397,-0.57389534,0.7526549,-0.8375538,0.79857606
250715_array1_74,250715,array1,74,7,cae-medium_frac100,gastruloid_128,0.27683985,-0.64419436,-0.15011162,-1.282599,-0.1252123,-0.32761347,1.1195484,-0.287683,0.55323124,-1.20661,-0.61719847,0.21145883,0.645005,0.33185783,-1.1518948,-0.25861877
250715_array1_74,250715,array1,74,6,cae-medium_frac100,gastruloid_128,-0.15646091,-0.87708825,0.9725812,0.6245349,0.88935494,2.083568,-1.1771542,-2.0290782,-0.42796043,0.13347054,2.6337776,-0.9626986,-0.06234991,-1.3765043,1.4830868,0.5704461
250729_array1_518,250729,array1,518,8,cae-medium_frac100,gastruloid_128,0.5069638,-0.9335648,0.41590264,1.7391447,-2.335951,2.327553,0.66598403,-0.6592131,0.33666813,1.1742256,-0.20053704,0.43374422,-0.12733836,0.0066893776,1.7612377,0.18750727
250729_array1_518,250729,array1,518,2,cae-medium_frac100,gastruloid_128,-0.6325716,0.22938856,-0.37650833,0.19149448,1.4139355,-1.0539855,0.57824486,-0.07895158,1.8005375,-0.720278,-0.3743428,0.5655991,0.27310008,1.9754349,-1.9898729,0.2126562
250729_array1_518,250729,array1,518,3,cae-medium_frac100,gastruloid_128,-2.850289,0.030538686,-1.5906149,-2.7208054,1.7666744,-0.2639313,0.042877838,-0.9158267,-1.2121353,0.0697485,0.87494403,-1.5423044,1.8483311,0.92559445,-0.83739907,-1.7080762
250729_array1_518,250729,array1,518,1,cae-medium_frac100,gastruloid_128,-0.003701816,0.78236514,1.2302327,-1.3345948,-0.17025822,0.21484053,-1.0404499,-1.7587707,0.13733676,0.69265723,-0.32428128,-0.21723779,-0.8217931,-0.38076112,-0.6756386,0.15724915
250729_array1_518,250729,array1,518,0,cae-medium_frac100,gastruloid_128,-1.3691019,0.29446876,0.20080392,0.67359287,0.60263604,0.0006428553,-0.37276432,0.18562211,-1.4699252,-0.86632055,0.07678505,-0.29828435,-0.95533097,-1.1359932,0.6297729,-0.698222
250729_array1_518,250729,array1,518,4,cae-medium_frac100,gastruloid_128,-1.3605502,-0.2908478,-0.04149033,0.33223882,-0.6932523,0.98444766,-1.0758995,-0.110482536,-1.1516052,1.2443866,0.36367235,-0.7244521,0.38235897,-1.429226,0.92975104,-1.4921815
250729_array1_518,250729,array1,518,5,cae-medium_frac100,gastruloid_128,1.3527454,0.15716718,0.20362708,-1.3455571,0.75683683,-0.8261703,2.230633,-0.0210813,1.2648954,0.6232141,-0.27406678,2.71537,0.2180477,1.5665817,-0.49017176,1.9122622
250729_array1_518,250729,array1,518,7,cae-medium_frac100,gastruloid_128,-0.10589443,0.10810099,-2.0780647,0.66298866,-1.9647657,-0.29551077,0.15040557,0.16011463,0.075587295,-1.4486183,0.9265026,0.19274296,-0.40362632,-0.9244475,0.32150427,-0.81105304
250729_array1_518,250729,array1,518,6,cae-medium_frac100,gastruloid_128,-0.18341,0.5993532,-0.6599606,0.24257703,-0.6603748,0.33096468,0.8974517,-0.3800983,-0.4996653,-1.1955951,-2.3816843,0.7484359,-0.38587615,0.46583688,0.6610947,-0.5307408
250609_array1_84,250609,array1,84,8,cae-medium_frac100,gastruloid_128,2.0283363,-0.7613807,0.26372007,-0.5877151,0.9691608,0.2521566,0.2798531,0.120933995,-0.09666162,1.0361221,-0.20989491,-0.036031924,-0.40323746,0.06808223,0.046177935,0.67623544
250609_array1_84,250609,array1,84,1,cae-medium_frac100,gastruloid_128,-0.973651,0.63313156,1.5194991,-0.2012289,0.7938075,-0.90494436,0.5631283,-0.38727045,0.30317977,-1.7480026,0.88213176,-1.4647982,-1.1929832,0.48789316,-0.73448616,0.3167449
250609_array1_84,250609,array1,84,0,cae-medium_frac100,gastruloid_128,-0.8085923,1.8906794,0.7719793,-0.3651026,-0.17429358,-0.4411731,0.39444515,-0.78075,0.029585592,-0.92674595,-0.27786073,0.12637411,-1.0512539,0.879984,0.15831883,0.28603217
250609_array1_84,250609,array1,84,2,cae-medium_frac100,gastruloid_128,-0.17058146,-1.8420762,-0.46504888,0.41389894,0.5552707,-1.0289667,0.22560619,-1.1395819,0.76874423,0.4034093,-1.0190153,0.49186686,0.48758078,0.3764486,-1.5016454,1.0085162
250609_array1_84,250609,array1,84,3,cae-medium_frac100,gastruloid_128,0.13302319,0.6703054,0.08664581,-1.089272,0.5644039,0.40609443,0.2979226,0.9125903,-0.5744741,1.0999179,0.21614031,-1.3422958,-0.84591514,-0.22418077,-1.3943262,0.3129764
250609_array1_84,250609,array1,84,7,cae-medium_frac100,gastruloid_128,-0.35339937,-0.09529083,0.42475462,-0.42876032,-0.08916819,-1.2521856,1.3144623,0.4140107,-0.3425821,-0.31917748,-0.28038993,-0.930357,-0.3915175,0.59943444,-0.3076164,0.26521933
250609_array1_84,250609,array1,84,6,cae-medium_frac100,gastruloid_128,-0.6480526,-1.2765394,-0.6902943,0.20266572,-0.38781285,0.747084,-0.98361546,0.043184083,-0.9787464,-0.020738028,0.85733205,-0.92757785,0.9895324,-1.434631,0.8207433,-1.2182622
250609_array1_84,250609,array1,84,4,cae-medium_frac100,gastruloid_128,0.24956404,0.5877173,0.88855094,-1.1050365,0.39868945,0.16939816,0.31049255,-0.8750657,0.716831,0.011326362,-0.8446135,0.44364518,-0.7996195,0.6071113,-0.68689454,0.9824937
250609_array1_84,250609,array1,84,5,cae-medium_frac100,gastruloid_128,-0.114294454,-1.1640551,-0.44478586,0.7189896,-1.0347239,-0.15922923,-0.9582322,0.54054105,-0.29565924,2.3218288,1.3302236,0.010125381,0.17383066,-1.3827114,0.79516184,-1.598927
250715_array1_13,250715,array1,13,8,cae-medium_frac100,gastruloid_128,-0.10388193,-0.82236975,-1.7570807,0.5184068,-1.3404485,1.2397643,-1.8853855,-1.1524587,-1.289526,0.24895044,0.97907364,-0.0018316745,1.8266114,-0.84935886,0.63103604,-0.82138723
250715_array1_13,250715,array1,13,5,cae-medium_frac100,gastruloid_128,-0.10852323,0.1224436,0.22967662,-0.3274592,0.36123577,-1.2846545,1.4708452,0.38212964,1.0278424,-1.3454148,-0.45445064,0.4359463,-0.45623562,1.2254527,-1.1178992,0.74354744
250715_array1_13,250715,array1,13,4,cae-medium_frac100,gastruloid_128,0.86035657,-0.2851004,0.339448,-0.7469586,0.21417719,-0.50719815,-0.2554777,-0.062249713,0.0046418044,-0.36157554,-1.2279862,-0.2297029,-0.20259126,-0.01938741,-0.6464714,0.45136178
250715_array1_13,250715,array1,13,6,cae-medium_frac100,gastruloid_128,0.5089094,0.052699048,0.57812554,-1.7979901,1.2953283,0.22099262,0.72960037,0.7198373,-0.14282836,-0.9098462,1.0902311,-0.1746405,0.04258611,1.1543219,-0.44261247,-0.20215134
250715_array1_13,250715,array1,13,7,cae-medium_frac100,gastruloid_128,-0.79333687,-1.2077922,-0.86730486,0.5989511,-1.4624066,0.7859487,-0.7200941,-0.71490365,-0.8824397,0.42829815,0.56128895,-0.13046071,1.7717927,-1.4152842,1.0468009,-1.2706504
250715_array1_13,250715,array1,13,3,cae-medium_frac100,gastruloid_128,-1.0898671,-0.38007575,-1.6550943,0.5598679,-1.1769928,0.94707626,-0.6275199,0.3172749,-0.571429,0.8710246,0.46947724,-0.5152475,1.2218518,-1.4338057,1.1530555,-0.9932266
250715_array1_13,250715,array1,13,2,cae-medium_frac100,gastruloid_128,0.7799031,-0.92619866,0.5466929,-1.049989,-0.17091075,-0.1226413,0.75790745,0.56658185,-0.86498296,0.090273574,-0.16837847,0.4975409,0.9311186,-0.84875154,-0.31480962,-0.52665424
250715_array1_13,250715,array1,13,0,cae-medium_frac100,gastruloid_128,0.69343394,-0.59472865,0.14084911,-0.47878596,-0.44557843,-0.35147938,0.90637785,-0.72269416,0.48945308,-1.022001,-0.58165824,0.343932,-0.2619216,-0.13496023,-0.8661532,0.019491177
250715_array1_13,250715,array1,13,1,cae-medium_frac100,gastruloid_128,-0.65689105,1.195472,0.5252218,0.9375887,-0.31357098,0.10928487,-0.55636114,-1.6830226,-0.7782435,0.58618,0.44785017,-0.4790571,-1.3674141,-0.8999257,0.55614275,-0.6562523
